slice_lower_limit,slice_upper_limit,n,a,b,b_std,b_std/abs(b),abs(b)/b_std
1.000e-30,4.600e+26,850,53.451805752534,0.074709669020,0.134093348085,1.794859351460,0.557146719706
1.000e-30,4.700e+26,853,51.085897540569,0.045695494876,0.141747309639,3.101997473145,0.322372925400
1.000e-30,4.800e+26,858,54.747377685912,0.099721745068,0.099168126276,0.994448364377,1.005582628341
1.000e-30,4.900e+26,860,57.306627424441,0.118123686052,0.097967600473,0.829364573248,1.205742362594
1.000e-30,5.000e+26,866,46.711206232904,-0.015767948077,0.136361130397,8.647994636327,0.115633744244
1.000e-30,5.100e+26,868,55.876704324671,0.107412263339,0.099152354198,0.923100874297,1.083305224645
1.000e-30,5.200e+26,871,42.656883711349,-0.118548761900,0.122208015582,1.030867076331,0.970057171249
1.000e-30,5.300e+26,876,48.868225856071,0.012383519483,0.147619478809,11.920640090155,0.083888112755
1.000e-30,5.400e+26,881,52.632316446313,0.067466311900,0.134016174407,1.986416192506,0.503419174578
1.000e-30,5.500e+26,882,46.547112253097,-0.023921609544,0.148522342452,6.208710253304,0.161064046992
1.000e-30,5.600e+26,884,55.898565405404,0.105706732405,0.101982791605,0.964771015857,1.036515384028
1.000e-30,5.700e+26,891,55.121013893715,0.101012195523,0.104263416877,1.032186423997,0.968817237615
1.000e-30,5.800e+26,895,50.644181440022,0.041773838454,0.141423918002,3.385466196885,0.295380293834
1.000e-30,5.900e+26,897,52.712510534875,0.075878687027,0.117790523102,1.552353206364,0.644183292759
1.000e-30,6.000e+26,903,55.349129208652,0.102187676087,0.099025686551,0.969057036446,1.031931003429
1.000e-30,6.100e+26,904,53.681065458142,0.069330441912,0.135462921357,1.953873617723,0.511803829546
1.000e-30,6.200e+26,905,51.996436848464,0.056257181798,0.134840806067,2.396863862661,0.417211847355
1.000e-30,6.300e+26,906,54.378312718367,0.090027074365,0.105539318221,1.172306430764,0.853019290655
1.000e-30,6.400e+26,910,48.666795307440,0.003979629531,0.147969682465,37.181773152101,0.026894898097
1.000e-30,6.500e+26,911,53.723306699782,0.077649902145,0.124458496927,1.602815888870,0.623901975856
1.000e-30,6.600e+26,913,52.185745969640,0.054310665515,0.138162878486,2.543936392187,0.393091589503
1.000e-30,6.700e+26,916,55.545080812270,0.106258326416,0.093985117074,0.884496493062,1.130586732502
1.000e-30,6.800e+26,917,56.482567649135,0.109015984841,0.094961705392,0.871080562455,1.147999442418
1.000e-30,6.900e+26,919,55.433592749578,0.102501659315,0.096076443585,0.937315983237,1.066876077955
1.000e-30,7.000e+26,919,55.433592749578,0.102501659315,0.096076443585,0.937315983237,1.066876077955
1.000e-30,7.100e+26,926,55.646243826987,0.092300012283,0.119268494325,1.292182865144,0.773884275186
1.000e-30,7.200e+26,930,45.957454211151,-0.040714341340,0.142439087992,3.498499135806,0.285836857801
1.000e-30,7.300e+26,931,57.782702926540,0.114771040273,0.099502386001,0.866964225165,1.153450132051
1.000e-30,7.400e+26,933,48.956405751442,0.014381908641,0.144471760752,10.045381621791,0.099548233970
1.000e-30,7.500e+26,937,57.238169379644,0.114928042725,0.097888108485,0.851733886390,1.174075630874
1.000e-30,7.600e+26,940,55.764109995198,0.105117675308,0.093953989950,0.893798209244,1.118820769227
1.000e-30,7.700e+26,940,55.764109995198,0.105117675308,0.093953989950,0.893798209244,1.118820769227
1.000e-30,7.800e+26,943,56.183307999050,0.103138802779,0.102570367102,0.994488634141,1.005541909349
1.000e-30,7.900e+26,946,52.678356250894,0.058282320813,0.139243292279,2.389117151418,0.418564656575
1.000e-30,8.000e+26,948,54.781928348263,0.089313835818,0.113192439372,1.267356153007,0.789044182748
1.000e-30,8.100e+26,950,58.643911156428,0.122743801972,0.086237109548,0.702578119322,1.423329267591
1.000e-30,8.200e+26,956,56.545135685987,0.106577357243,0.100703648389,0.944887835406,1.058326673843
1.000e-30,8.300e+26,957,52.953321410338,0.059687351763,0.138391106142,2.318600206806,0.431294708361
1.000e-30,8.400e+26,961,52.911526253703,0.059994400074,0.139470008485,2.324717112148,0.430159865377
1.000e-30,8.500e+26,961,52.911526253703,0.059994400074,0.139470008485,2.324717112148,0.430159865377
1.000e-30,8.600e+26,964,57.057621293038,0.110400135218,0.095279427716,0.863037237477,1.158698555027
1.000e-30,8.700e+26,964,57.057621293038,0.110400135218,0.095279427716,0.863037237477,1.158698555027
1.000e-30,8.800e+26,968,52.793305876422,0.063254433640,0.133781818928,2.114979318116,0.472817862300
1.000e-30,8.900e+26,970,52.492154151595,0.060355884382,0.127823649596,2.117832435126,0.472180888069
1.000e-30,9.000e+26,971,55.590365195281,0.088674753524,0.124944255540,1.409017229537,0.709714529416
1.000e-30,9.100e+26,974,54.985208414853,0.093005478441,0.114191427521,1.227792485295,0.814469881496
1.000e-30,9.200e+26,978,57.369375235910,0.109112653134,0.103228216235,0.946070077755,1.057004151715
1.000e-30,9.300e+26,981,51.956504827279,0.049364278028,0.138177798218,2.799145530671,0.357251878848
1.000e-30,9.400e+26,985,56.700513633602,0.095693528524,0.119861310536,1.252553985470,0.798368782184
1.000e-30,9.500e+26,988,55.179723741041,0.094671028806,0.108555090087,1.146655861419,0.872101241224
1.000e-30,9.600e+26,990,53.226951489979,0.060413112209,0.140010545358,2.317552270324,0.431489728540
1.000e-30,9.700e+26,993,53.963895792407,0.073275099366,0.129876334105,1.772448420108,0.564191312230
1.000e-30,9.800e+26,994,53.413402721429,0.069061624320,0.133716760024,1.936194830933,0.516476949542
1.000e-30,9.900e+26,999,58.137510229933,0.113220873748,0.103885938540,0.917551111387,1.089857543182
1.000e-30,1.000e+27,1001,57.323210927255,0.114002150800,0.095877591004,0.841015632874,1.189038539726
1.000e-30,1.100e+27,1034,49.232777053156,0.005804705093,0.149185103473,25.700720552208,0.038909414931
1.000e-30,1.200e+27,1071,58.399041456498,0.109311464271,0.097170475233,0.888932152550,1.124945247094
1.000e-30,1.300e+27,1102,57.001109758456,0.097429197091,0.101248169788,1.039197415268,0.962281069321
1.000e-30,1.400e+27,1126,59.502502195008,0.115662946665,0.088759365759,0.767396718813,1.303106953008
1.000e-30,1.500e+27,1146,54.659835573009,0.067373733912,0.125835905515,1.867729428185,0.535409457553
1.000e-30,1.600e+27,1175,57.689742871382,0.091620780206,0.110094495791,1.201632375791,0.832201278983
1.000e-30,1.700e+27,1198,42.297935645384,-0.131449785011,0.073913492456,0.562294510027,1.778427464908
1.000e-30,1.800e+27,1220,46.394553642349,-0.038467543444,0.110326119680,2.868031327274,0.348671226318
1.000e-30,1.900e+27,1241,43.555143175799,-0.100481924946,0.100725595418,1.002425017959,0.997580848526
1.000e-30,2.000e+27,1260,45.288424137490,-0.073755201882,0.129693623667,1.758433579705,0.568687957021
1.000e-30,2.100e+27,1274,40.934095044212,-0.181092529567,0.053578533025,0.295862745711,3.379945648769
1.000e-30,2.200e+27,1284,42.014636535931,-0.145472714476,0.063194022380,0.434404641499,2.302001186152
1.000e-30,2.300e+27,1304,46.748126808472,-0.047535333666,0.125866437484,2.647850089129,0.377664885224
1.000e-30,2.400e+27,1318,41.575388476116,-0.159934707739,0.041805792972,0.261392874401,3.825658990488
1.000e-30,2.500e+27,1334,44.474685117511,-0.089496125901,0.100075659342,1.118212194488,0.894284649130
1.000e-30,2.600e+27,1343,43.281231107787,-0.116714066053,0.105086091119,0.900372120284,1.110651893225
1.000e-30,2.700e+27,1355,43.850201753354,-0.093351739872,0.020441777559,0.218975860413,4.566713418157
1.000e-30,2.800e+27,1366,43.861235625793,-0.102267203722,0.100354278516,0.981294832202,1.019061720478
1.000e-30,2.900e+27,1372,44.799589583695,-0.081036250781,0.094842503449,1.170371315729,0.854429689587
1.000e-30,3.000e+27,1377,42.437523032552,-0.143322763310,0.057030201613,0.397914471478,2.513102869283
1.000e-30,3.100e+27,1380,41.142742379907,-0.177355107338,0.031690187222,0.178682123663,5.596530752475
1.000e-30,3.200e+27,1387,39.997170191452,-0.218249239784,0.021112269589,0.096734676420,10.337554608258
1.000e-30,3.300e+27,1391,40.276968971165,-0.204792968867,0.027234090905,0.132983525048,7.519728474921
1.000e-30,3.400e+27,1396,40.611014923724,-0.188707060982,0.022576565118,0.119638157685,8.358537270661
1.000e-30,3.500e+27,1402,40.345857209444,-0.200939761818,0.030203421146,0.150310823864,6.652880839126
1.000e-30,3.600e+27,1409,43.507859300983,-0.108602591310,0.067907116311,0.625280810451,1.599281448089
1.000e-30,3.700e+27,1417,41.005187547246,-0.111994803414,0.055452460750,0.495134229984,2.019654347130
1.000e-30,3.800e+27,1420,40.773610082465,-0.172427302699,0.029522621516,0.171217788910,5.840514623907
1.000e-30,3.900e+27,1427,43.962436982123,-0.106574384166,0.081240374411,0.762288002383,1.311840140306
1.000e-30,4.000e+27,1430,40.547863755542,-0.170812584788,0.036084371190,0.211251244952,4.733699913703
1.000e-30,4.100e+27,1434,41.189643275567,-0.117065092329,0.062000521842,0.529624336418,1.888130758421
1.000e-30,4.200e+27,1439,45.171958206121,-0.071123241074,0.076858165760,1.080633624106,0.925383013903
1.000e-30,4.300e+27,1442,40.356378174622,-0.207440569303,0.031753784819,0.153074130706,6.532782485109
1.000e-30,4.400e+27,1454,44.075457533130,-0.099320141487,0.072971614332,0.734711139556,1.361079131868
1.000e-30,4.500e+27,1462,41.074013055853,-0.186519291292,0.043494402675,0.233189834540,4.288351599766
1.000e-30,4.600e+27,1465,40.991732865631,-0.186262656769,0.040733996877,0.218691162168,4.572658492852
1.000e-30,4.700e+27,1471,40.661462945419,-0.187861014917,0.033430502833,0.177953381376,5.619449275247
1.000e-30,4.800e+27,1476,43.176745868835,-0.127010191531,0.063821399971,0.502490384448,1.990087832422
1.000e-30,4.900e+27,1477,40.214167247151,-0.209949213380,0.016697185925,0.079529642697,12.573927985662
1.000e-30,5.000e+27,1479,41.529439774416,-0.169775335936,0.048804810961,0.287467026304,3.478659840950
1.000e-30,5.100e+27,1480,40.853087265176,-0.174574684608,0.018361505645,0.105178512487,9.507645395984
1.000e-30,5.200e+27,1481,43.511882424803,-0.114261224365,0.065239070446,0.570964216499,1.751423243530
1.000e-30,5.300e+27,1487,40.561527186436,-0.176655755613,0.040565444558,0.229629906016,4.354833468131
1.000e-30,5.400e+27,1491,40.320839627364,-0.206676184974,0.022234595044,0.107581795392,9.295252940828
1.000e-30,5.500e+27,1494,40.756597465888,-0.192900330279,0.028266649814,0.146534999569,6.824308205822
1.000e-30,5.600e+27,1497,40.636110269819,-0.177659176950,0.030526949898,0.171828725216,5.819748698855
1.000e-30,5.700e+27,1503,45.491464755480,-0.068664432311,0.079407833560,1.156462390889,0.864706027518
1.000e-30,5.800e+27,1504,44.878315935195,-0.079123324244,0.081162017837,1.025766025536,0.974881186455
1.000e-30,5.900e+27,1504,44.878315935195,-0.079123324244,0.081162017837,1.025766025536,0.974881186455
1.000e-30,6.000e+27,1508,45.458998553387,-0.071616463154,0.082854433670,1.156918814767,0.864364886486
1.000e-30,6.100e+27,1511,45.773776585687,-0.061592432488,0.083167054914,1.350280408731,0.740586913306
1.000e-30,6.200e+27,1515,45.324151121779,-0.074282878341,0.081166940311,1.092673602911,0.915186380760
1.000e-30,6.300e+27,1516,45.381769557649,-0.071565030260,0.079069206169,1.104858139246,0.905093572178
1.000e-30,6.400e+27,1519,45.676874143860,-0.068739668956,0.084805857968,1.233725143806,0.810553310857
1.000e-30,6.500e+27,1521,43.952061755887,-0.102826770397,0.090198186161,0.877185832183,1.140009292571
1.000e-30,6.600e+27,1526,44.062806450879,-0.097127306342,0.071143769031,0.732479584890,1.365225762776
1.000e-30,6.700e+27,1527,43.159319543124,-0.119943789641,0.061673854984,0.514189648071,1.944807725614
1.000e-30,6.800e+27,1528,41.185574367219,-0.176721623293,0.042430702391,0.240099098231,4.164946921359
1.000e-30,6.900e+27,1531,45.035575610179,-0.074685090562,0.086920828822,1.163831069459,0.859231228863
1.000e-30,7.000e+27,1531,45.035575610179,-0.074685090562,0.086920828822,1.163831069459,0.859231228863
1.000e-30,7.100e+27,1534,46.079434041261,-0.056282676541,0.087240544447,1.550042567432,0.645143572836
1.000e-30,7.200e+27,1535,43.079741050920,-0.128232372172,0.095591129395,0.745452398455,1.341467278222
1.000e-30,7.300e+27,1536,46.847663254324,-0.048099746494,0.103163273933,2.144777913673,0.466248740079
1.000e-30,7.400e+27,1537,43.351247332249,-0.120002448256,0.084951905666,0.707918104172,1.412592776066
1.000e-30,7.500e+27,1538,40.102925448783,-0.219415939510,0.050123420219,0.228440195963,4.377513317157
1.000e-30,7.600e+27,1539,41.440034910725,-0.171333465533,0.071197094963,0.415546926233,2.406467084394
1.000e-30,7.700e+27,1540,46.259629270528,-0.045770550699,0.088005838542,1.922761190292,0.520085388164
1.000e-30,7.800e+27,1542,43.840401621423,-0.097402166149,0.094903773470,0.974349721593,1.026325535728
1.000e-30,7.900e+27,1543,45.637812108890,-0.065006771198,0.089264574353,1.373158098900,0.728248262746
1.000e-30,8.000e+27,1544,42.812964802354,-0.131162588924,0.066435110201,0.506509598092,1.974296249798
1.000e-30,8.100e+27,1546,40.112280002292,-0.196750897104,0.037472735376,0.190457761195,5.250508006201
1.000e-30,8.200e+27,1549,40.077302469781,-0.198948319891,0.033248321106,0.167120391489,5.983710252774
1.000e-30,8.300e+27,1550,39.979417418640,-0.219623005013,0.032012830044,0.145762644682,6.860468278294
1.000e-30,8.400e+27,1551,40.669180776021,-0.192086520142,0.055548977349,0.289187275129,3.457966812520
1.000e-30,8.500e+27,1551,40.669180776021,-0.192086520142,0.055548977349,0.289187275129,3.457966812520
1.000e-30,8.600e+27,1552,39.185735926180,-0.253300876640,0.001429113901,0.005641961923,177.243308915468
1.000e-30,8.700e+27,1552,39.185735926180,-0.253300876640,0.001429113901,0.005641961923,177.243308915468
1.000e-30,8.800e+27,1553,39.389262053902,-0.244553684438,0.001881953069,0.007695459890,129.946749685989
1.000e-30,8.900e+27,1553,39.389262053902,-0.244553684438,0.001881953069,0.007695459890,129.946749685989
1.000e-30,9.000e+27,1554,39.539828421932,-0.232621395581,0.012752807481,0.054822160484,18.240798815172
1.000e-30,9.100e+27,1554,39.539828421932,-0.232621395581,0.012752807481,0.054822160484,18.240798815172
1.000e-30,9.200e+27,1556,40.942108544825,-0.185633945848,0.056735315546,0.305630068287,3.271929380524
1.000e-30,9.300e+27,1559,39.533485262329,-0.233708598815,0.012820034192,0.054854781798,18.229951286329
1.000e-30,9.400e+27,1559,39.533485262329,-0.233708598815,0.012820034192,0.054854781798,18.229951286329
1.000e-30,9.500e+27,1560,39.290397513987,-0.247437653443,0.004641263162,0.018757303496,53.312567033685
1.000e-30,9.600e+27,1562,42.617429533484,-0.133233850578,0.065800534139,0.493872494519,2.024814119226
1.000e-30,9.700e+27,1562,42.617429533484,-0.133233850578,0.065800534139,0.493872494519,2.024814119226
1.000e-30,9.800e+27,1562,42.617429533484,-0.133233850578,0.065800534139,0.493872494519,2.024814119226
1.000e-30,9.900e+27,1564,39.605362182796,-0.234533980008,0.024024628159,0.102435596575,9.762231425757
1.000e-30,1.000e+28,1564,39.605362182796,-0.234533980008,0.024024628159,0.102435596575,9.762231425757
1.000e-30,1.100e+28,1572,41.124841335342,-0.177058894088,0.065802639103,0.371642664109,2.690756731061
1.000e-30,1.200e+28,1582,39.785131244077,-0.227739373644,0.031114380837,0.136622755826,7.319424893433
1.000e-30,1.300e+28,1587,41.458539578286,-0.165372954192,0.068442292988,0.413866301917,2.416239242883
1.000e-30,1.400e+28,1589,41.489562386647,-0.163764722045,0.066472681916,0.405903549228,2.463639457952
1.000e-30,1.500e+28,1594,40.608993408124,-0.190321886841,0.058821910110,0.309065400130,3.235561145240
1.000e-30,1.600e+28,1599,43.498566683573,-0.109174626966,0.083864617315,0.768169488146,1.301796042972
1.000e-30,1.700e+28,1602,40.601385443046,-0.192402981674,0.058815313968,0.305688162711,3.271307567588
1.000e-30,1.800e+28,1606,39.569469264274,-0.235215435152,0.020521353857,0.087244928650,11.461984271969
1.000e-30,1.900e+28,1614,39.743471726020,-0.226517464546,0.021634436101,0.095508909852,10.470227348936
1.000e-30,2.000e+28,1618,39.694277717783,-0.228679739859,0.023952615699,0.104743059941,9.547171913452
1.000e-30,2.100e+28,1620,40.328012726071,-0.202653894912,0.047443201551,0.234109497731,4.271505469423
1.000e-30,2.200e+28,1622,39.700505949052,-0.228418367342,0.025939910658,0.113563155886,8.805672862823
1.000e-30,2.300e+28,1623,40.364683100225,-0.204280418074,0.050243033701,0.245951296629,4.065845611323
1.000e-30,2.400e+28,1624,39.255136061754,-0.248631230542,0.004958545547,0.019943373713,50.141967672629
1.000e-30,2.500e+28,1629,39.923135460786,-0.213876964896,0.028657197830,0.133989173842,7.463289542910
1.000e-30,2.600e+28,1631,40.106598552541,-0.211644725642,0.032867741045,0.155296764164,6.439284201330
1.000e-30,2.700e+28,1635,40.653490209681,-0.191784905805,0.049101971175,0.256026254875,3.905849423485
1.000e-30,2.800e+28,1635,40.653490209681,-0.191784905805,0.049101971175,0.256026254875,3.905849423485
1.000e-30,2.900e+28,1636,39.425498026951,-0.237767007311,0.009493980455,0.039929763857,25.043974804677
1.000e-30,3.000e+28,1636,39.425498026951,-0.237767007311,0.009493980455,0.039929763857,25.043974804677
1.000e-30,3.100e+28,1638,41.007481505271,-0.180266224063,0.053299127501,0.295668962826,3.382160881691
1.000e-30,3.200e+28,1638,41.007481505271,-0.180266224063,0.053299127501,0.295668962826,3.382160881691
1.000e-30,3.300e+28,1639,39.564303027526,-0.229116977241,0.015379823510,0.067126511946,14.897243592872
1.000e-30,3.400e+28,1639,39.564303027526,-0.229116977241,0.015379823510,0.067126511946,14.897243592872
1.000e-30,3.500e+28,1639,39.564303027526,-0.229116977241,0.015379823510,0.067126511946,14.897243592872
1.000e-30,3.600e+28,1640,39.938303833616,-0.220444877389,0.035231245854,0.159818845742,6.257084359215
1.000e-30,3.700e+28,1640,39.938303833616,-0.220444877389,0.035231245854,0.159818845742,6.257084359215
1.000e-30,3.800e+28,1644,40.927988560201,-0.181293065353,0.059756692461,0.329613779457,3.033853747395
1.000e-30,3.900e+28,1645,40.020149976823,-0.217540128562,0.038793452079,0.178327797890,5.607650696268
1.000e-30,4.000e+28,1645,40.020149976823,-0.217540128562,0.038793452079,0.178327797890,5.607650696268
1.000e-30,4.100e+28,1645,40.020149976823,-0.217540128562,0.038793452079,0.178327797890,5.607650696268
1.000e-30,4.200e+28,1650,39.708215431061,-0.227301330439,0.019758913887,0.086928280836,11.503736072854
1.000e-30,4.300e+28,1650,39.708215431061,-0.227301330439,0.019758913887,0.086928280836,11.503736072854
1.000e-30,4.400e+28,1651,39.949777786098,-0.220687511988,0.034929189217,0.158274425691,6.318140126766
1.000e-30,4.500e+28,1651,39.949777786098,-0.220687511988,0.034929189217,0.158274425691,6.318140126766
1.000e-30,4.600e+28,1651,39.949777786098,-0.220687511988,0.034929189217,0.158274425691,6.318140126766
1.000e-30,4.700e+28,1652,39.770298640581,-0.214197139028,0.020027658593,0.093501055542,10.695066426798
1.000e-30,4.800e+28,1652,39.770298640581,-0.214197139028,0.020027658593,0.093501055542,10.695066426798
1.000e-30,4.900e+28,1652,39.770298640581,-0.214197139028,0.020027658593,0.093501055542,10.695066426798
1.000e-30,5.000e+28,1652,39.770298640581,-0.214197139028,0.020027658593,0.093501055542,10.695066426798
1.000e-30,5.100e+28,1652,39.770298640581,-0.214197139028,0.020027658593,0.093501055542,10.695066426798
